asv	avca-elkld_01_c21	avca-elkld_02_c21	avca-elkld_03_c21	avca-elkld_04_c21	avca-elkld_05_c21	avca-elkld_06_c21	avca-elkld_07_c21	avca-elkld_08_c21	avca-elkld_09_c21	avca-elkld_10_c21	avca-elkld_11_c21	avca-elkld_12_c21	avca-elkld_13_c21	avca-elkld_14_c21	avca-elkld_15_c21	avca-elkld_16_c19	avca-elkld_17_c19	avca-elkld_18_c19	avca-elkld_19_c19	avca-elkld_20_c19	avca-elkld_21_c19	avca-elkld_22_c19	avca-elkld_23_c19	avca-elkld_24_c19	avca-elkld_25_c19	avca-elkld_26_c19	avca-elkld_27_c19	avca-elkld_28_c19	avca-elkld_29_c19	avca-elkld_30_c19	avca-elkld_31_c19	avca-elkld_32_c19	avca-elkld_33_c13	avca-elkld_34_c13	avca-elkld_35_c13	avca-elkld_36_c13	avca-elkld_37_c13	avca-elkld_38_c13	avca-elkld_39_c13	avca-elkld_40_c13	avca-elkld_41_c13	avca-elkld_42_c13	avca-elkld_43_c13	avca-elkld_44_c13	avca-elkld_45_c13	avca-elkld_46_c13	avca-elkld_47_c13	avca-elkld_48_c13	avca-elkld_49_c12	avca-elkld_50_c12	avca-elkld_51_c12	avca-elkld_52_c12	avca-elkld_53_c12	avca-elkld_54_c12	avca-elkld_55_c12	avca-elkld_56_c12	avca-elkld_57_c12	avca-elkld_58_c12	avca-elkld_59_c12	avca-elkld_60_c12	avca-elkld_61_c12	avca-elkld_62_c12	taxonomy
ASV_69	444	595	175	149	52	32	282	0	40	0	0	0	0	82	0	0	0	254	98	48	236	67	146	242	0	134	0	741	66	6069	115	95	0	0	562	23	81	148	0	105	0	51	221	83	267	290	76	0	630	43	97	56	87	75	30	0	814	243	84	99	94	158	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Subramaniula;s__NA
ASV_70	0	0	0	0	376	47	22	0	308	0	0	17	0	119	0	36	38	97	108	37	48	47	192	0	0	0	49	0	34	219	3834	0	421	118	208	159	496	115	116	438	120	70	435	1023	297	91	337	139	169	87	45	224	514	134	664	1022	195	227	85	93	126	223	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paraphaeosphaeria;s__NA
ASV_71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	13427	0	0	0	0	0	0	19	0	0	0	0	0	0	0	21	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Edenia;s__gomezpompae
ASV_72	24	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1009	0	0	0	0	472	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	23	0	7	0	131	11577	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_fam_Incertae_sedis;g__Sordariales_gen_Incertae_sedis;s__NA
ASV_73	0	297	0	0	0	77	7	0	70	0	306	26	0	158	650	202	14	78	18	149	269	1055	87	186	0	0	176	96	42	226	186	16	546	227	350	323	216	624	267	453	147	70	51	166	153	80	34	321	253	0	559	512	179	322	304	581	159	89	257	178	666	1175	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Forliomyces;s__NA
ASV_74	0	0	144	339	0	0	0	0	474	71	0	188	0	185	223	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	1049	103	0	0	167	0	0	163	377	414	116	583	235	222	838	124	847	1505	2455	780	111	0	0	737	562	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__triticicola
ASV_75	0	0	0	5077	0	0	371	2003	0	0	0	128	0	0	0	5090	0	509	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	340	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pleiochaeta;s__NA
ASV_76	0	364	0	248	63	256	24	18	168	0	20	716	21	28	34	0	0	0	27	52	0	0	172	0	0	0	245	41	0	13	10	9	3323	148	297	107	1269	323	140	292	7	189	744	1208	736	131	76	44	137	83	57	351	16	74	64	84	49	41	440	354	63	28	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Bartaliniaceae;g__Bartalinia;s__robillardoides
ASV_77	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	61	0	0	107	33	37	0	0	0	0	0	12004	0	37	0	0	24	0	29	0	60	0	0	0	0	20	0	0	0	30	31	46	20	24	0	0	0	17	36	0	68	0	0	0	0	85	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella;s__minutispora
ASV_78	0	0	29	0	91	131	121	18	29	23	0	46	2364	21	60	0	0	0	0	4983	0	0	0	23	0	0	10	205	0	14	177	75	0	0	0	0	8	0	61	0	0	76	1788	24	2389	200	164	189	9	0	0	0	0	0	4	0	24	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Podosporaceae;g__Podospora;s__bicolor
ASV_79	202	1520	237	387	297	405	0	0	186	204	174	191	20	0	0	42	104	319	64	0	76	0	0	80	99	37	430	0	145	25	45	0	104	79	0	148	0	52	183	0	0	516	0	0	0	0	4779	128	122	0	130	543	0	25	378	87	72	0	0	0	396	72	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__NA
ASV_80	0	0	154	0	0	147	0	0	877	0	0	339	0	0	338	0	0	485	190	0	232	0	0	0	212	0	100	406	296	0	0	0	0	1470	0	102	830	155	322	193	0	0	0	2163	171	237	143	112	373	533	375	187	0	607	156	397	0	0	0	0	0	681	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Selenophoma;s__mahoniae
ASV_81	71	0	0	138	77	84	67	216	0	0	0	0	62	0	0	161	46	114	58	227	254	249	123	75	0	0	138	55	53	142	78	0	263	1489	846	813	142	209	434	552	367	0	106	154	235	125	98	335	190	168	160	215	0	160	153	525	0	713	178	156	844	241	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__psoraleae
ASV_82	0	0	217	0	0	0	0	0	0	0	0	0	7745	134	0	0	0	0	102	353	0	0	0	942	0	0	95	14	86	140	0	40	69	0	36	0	47	41	0	228	0	106	449	0	0	0	67	0	0	0	91	180	0	72	328	128	0	20	0	183	262	0	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__NA
ASV_83	0	0	0	0	0	103	1888	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	64	0	0	110	102	0	0	0	0	60	0	0	0	0	0	9823	0	158	0	0	0	0	0	0	0	24	0	0	45	0	0	0	0	0	0	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium;s__NA
ASV_84	0	0	182	0	0	130	0	128	0	0	0	515	0	217	0	0	0	0	0	0	139	0	0	0	0	0	67	104	1190	92	0	0	229	116	0	173	187	76	798	85	0	0	0	63	114	94	312	0	200	0	3628	101	250	129	178	1625	427	0	109	0	435	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Dothideales;f__Saccotheciaceae;g__Aureobasidium;s__pullulans
ASV_85	126	236	0	0	46	167	80	162	1077	0	0	155	749	134	53	0	0	0	0	108	128	105	239	185	0	0	0	2143	0	0	420	0	113	0	178	144	415	742	118	208	0	0	211	46	160	163	81	90	142	57	93	239	95	63	0	141	82	1165	255	222	253	110	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Wiesneriomycetaceae;g__Spissiomyces;s__NA
ASV_86	0	0	40	126	142	101	355	420	0	140	0	169	394	152	284	0	375	49	308	294	45	68	0	0	0	0	151	126	0	38	541	422	0	0	107	224	53	118	88	113	22	71	341	1844	277	702	132	135	254	0	104	38	492	100	0	1076	197	284	55	0	187	178	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Planistromellaceae;g__Ramimonilia;s__NA
ASV_87	0	661	286	323	104	86	116	129	115	142	458	49	0	0	113	157	0	223	130	41	87	278	148	0	363	0	528	0	0	76	181	0	245	492	0	310	0	950	207	38	169	237	0	0	109	62	98	212	430	159	97	601	84	307	441	514	142	69	168	140	365	233	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Nothophoma;s__prosopidis
ASV_88	0	0	0	0	12075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Didymella;s__NA
ASV_89	0	0	0	0	0	0	0	4997	0	0	0	3257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3612	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11521	k__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium;s__NA
ASV_91	0	0	162	109	73	66	114	0	194	0	64	133	0	92	97	0	221	499	0	0	96	0	0	0	0	0	61	53	110	95	144	40	139	612	0	48	88	155	505	0	42	18	40	976	128	242	66	107	84	187	117	559	3373	678	183	126	0	61	0	0	111	189	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Naganishia;s__albida
ASV_92	403	0	263	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	188	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	308	222	762	0	0	88	0	131	121	111	196	376	1454	211	0	923	3636	651	605	0	0	0	0	36	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__Neoascochyta;s__tardicrescens
ASV_93	0	0	278	0	0	0	0	0	0	0	0	115	0	192	263	199	0	123	331	0	0	0	0	194	1089	0	0	0	0	0	88	423	0	0	0	95	0	0	260	191	101	105	800	219	355	1264	1001	147	0	198	147	756	0	932	0	936	223	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lophiostomataceae;g__Vaginatispora;s__NA
ASV_94	0	0	40	0	10	27	0	0	0	0	0	40	21	0	0	0	32	464	2905	445	333	46	0	20	0	0	118	188	288	0	139	0	43	121	0	25	0	180	314	196	0	0	0	313	0	25	21	0	425	109	120	54	1377	532	427	959	61	225	126	124	0	36	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neostagonospora;s__caricis
ASV_95	0	0	87	19	75	194	24	0	515	95	0	898	74	321	130	0	15	0	261	268	172	52	39	92	0	0	86	22	36	146	110	0	678	204	123	32	489	448	437	0	44	14	25	738	133	70	199	405	625	0	82	91	53	606	242	432	18	0	702	606	0	50	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Dinemasporium;s__NA
ASV_96	8	142	113	185	38	234	46	0	4774	0	26	249	0	77	26	0	0	190	111	18	0	147	52	57	53	0	94	46	43	0	0	0	487	343	230	285	155	118	64	253	15	0	8	142	422	84	41	101	59	99	141	192	86	42	71	106	0	103	202	124	71	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Sporocadaceae;g__Heterotruncatella;s__NA
ASV_97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta;s__luteorubra
ASV_98	214	810	205	160	233	51	14	174	0	21	26	127	67	266	17	18	193	270	175	0	285	0	0	13	101	163	582	0	134	143	0	0	168	177	156	63	10	149	323	2138	83	22	62	64	42	206	18	105	123	45	127	88	20	182	1263	84	104	21	5	9	175	41	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Filobasidium;s__floriforme
ASV_99	53	268	76	0	39	0	39	370	63	518	91	0	0	92	0	329	73	150	20	0	31	462	32	61	1349	0	220	38	0	0	26	62	189	204	510	617	101	789	170	0	50	31	27	72	67	52	88	119	251	177	67	178	209	124	128	202	123	105	168	154	627	227	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Parapyrenochaetaceae;g__Parapyrenochaeta;s__acaciae
ASV_100	0	0	1011	578	2734	29	184	0	0	31	0	0	0	0	157	0	73	15	1695	3192	404	0	0	0	0	0	10	39	50	0	14	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__NA
ASV_101	0	0	29	0	0	53	487	0	0	93	0	7	0	0	0	309	0	0	0	186	381	0	0	121	0	0	135	285	37	0	1099	37	94	0	0	0	0	0	495	0	0	49	91	0	365	0	1830	0	0	287	34	422	36	97	118	445	0	1052	179	130	1163	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__NA
ASV_102	0	0	0	831	40	245	0	0	0	0	0	0	0	0	5	0	3432	91	399	265	0	0	0	0	0	0	0	0	0	0	9	49	0	0	0	0	0	0	0	0	0	85	95	410	0	271	3594	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Lentitheciaceae;g__Poaceascoma;s__NA
ASV_103	1109	0	104	79	366	93	365	122	33	70	0	2449	56	30	24	54	53	8	61	58	110	0	20	169	77	0	81	71	42	79	59	83	43	0	49	32	37	65	54	69	0	16	44	90	908	140	22	1509	96	92	12	0	29	14	8	399	432	26	0	0	93	22	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma;s__NA
ASV_104	0	0	82	0	19	0	0	33	610	0	28	34	19	69	127	0	38	80	0	196	0	217	0	0	0	0	283	146	126	0	33	46	178	169	0	92	186	351	219	71	16	501	32	326	129	68	266	1159	812	228	194	197	214	337	249	105	0	0	788	633	0	187	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__NA;s__NA
ASV_105	0	0	2537	232	0	19	0	0	56	0	0	0	0	0	0	0	0	0	0	6790	0	0	0	5	0	0	0	0	0	0	0	0	0	6	0	0	10	6	0	39	0	0	63	0	26	189	64	0	0	0	0	0	9	0	58	0	20	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__NA;f__NA;g__NA;s__NA
ASV_106	0	0	0	0	0	0	0	0	159	0	0	598	0	0	18	0	29	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	184	0	0	408	60	5075	0	100	27	22	88	66	0	113	0	101	311	214	160	1333	142	0	0	0	0	224	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora;s__rosae
ASV_107	0	0	0	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	9723	0	0	0	0	0	0	0	0	0	0	0	0	16	15	0	0	7	0	0	0	100	30	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Mycosphaerellales;f__NA;g__NA;s__NA
ASV_108	44	308	131	0	36	26	93	0	0	0	203	0	87	0	0	0	0	337	0	0	0	2180	0	0	168	0	143	0	0	64	0	0	96	0	114	82	0	2714	0	0	0	0	0	80	0	0	197	0	102	0	199	182	68	0	0	0	149	1231	61	45	218	168	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__NA;g__NA;s__NA
ASV_109	0	0	12	0	0	0	0	0	0	0	0	153	0	37	82	0	16	0	0	67	0	0	0	0	0	0	0	0	0	0	0	227	0	26	0	0	0	0	0	0	0	40	7695	639	19	53	328	21	0	0	7	0	0	0	0	0	0	0	99	87	0	200	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Stromatinia;s__NA
ASV_110	0	0	0	0	0	5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3922	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_111	218	0	13	284	6	1068	57	143	181	0	13	0	0	733	61	175	59	142	24	22	62	0	53	0	0	0	38	0	46	854	125	21	178	116	0	260	125	307	218	550	70	17	194	0	94	266	139	83	74	30	170	476	63	45	126	233	191	72	189	131	140	81	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Hazslinszkyomyces;s__NA
ASV_112	0	249	0	0	0	45	112	2574	76	77	0	219	0	104	0	0	203	0	234	0	218	418	127	0	92	0	163	0	130	0	134	0	0	0	0	249	0	194	0	132	0	0	0	0	0	0	44	63	0	214	344	414	0	84	0	321	1150	346	0	0	514	69	k__Fungi;p__Ascomycota;c__Sareomycetes;o__Sareales;f__Sareales_fam_Incertae_sedis;g__Sareales_gen_Incertae_sedis;s__NA
ASV_113	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8852	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Geastrum;s__NA
ASV_114	115	175	18	0	17	19	21	0	0	0	0	6	23	10	87	0	8	0	0	61	0	0	0	7054	0	0	0	17	8	0	300	12	8	0	0	73	0	0	0	42	20	16	65	258	8	55	0	10	34	0	0	0	0	0	8	0	0	0	0	13	0	7	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_115	0	0	0	0	33	0	0	0	0	0	0	0	0	0	195	0	0	0	12	0	136	0	59	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	11	6680	61	0	567	0	0	0	0	0	217	0	0	158	0	0	0	0	184	16	0	0	31	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__tenerifae
ASV_116	211	106	175	173	407	106	26	78	196	0	18	169	0	90	150	0	0	61	36	0	129	51	0	0	0	225	252	0	42	234	35	31	371	371	0	19	163	190	1718	67	0	0	55	30	45	36	57	38	145	0	184	280	105	101	306	358	265	0	58	49	95	238	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neosetophoma;s__NA
ASV_117	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	41	38	0	0	0	0	91	0	0	0	0	0	0	0	159	95	247	0	6864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	84	136	0	136	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Myriangiales;f__Myriangiales_fam_Incertae_sedis;g__Myriangiales_gen_Incertae_sedis;s__NA
ASV_118	126	0	17	0	0	8	9	0	0	39	0	21	0	0	40	0	0	0	0	0	0	0	16	0	42	0	0	0	0	50	138	3	266	260	589	349	127	336	404	726	176	112	214	126	199	180	87	204	299	137	77	332	135	97	70	377	360	558	235	196	340	105	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Tremateia;s__chromolaenae
ASV_119	0	0	0	0	0	0	0	95	587	0	0	0	0	99	14	0	0	8	60	0	468	0	0	0	0	0	172	50	50	574	190	0	269	372	0	108	117	48	1272	63	43	0	510	261	173	344	237	67	94	19	159	50	30	108	227	198	0	0	132	93	74	281	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__NA
ASV_120	1185	851	0	0	307	0	0	0	0	0	0	0	167	0	200	0	0	20	205	0	355	0	191	0	0	665	169	213	0	207	0	448	0	25	0	147	103	0	0	0	0	0	179	104	309	106	88	179	277	285	34	0	99	124	0	0	125	0	0	119	233	0	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Pseudothielavia;s__arxii
ASV_121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	51	206	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	3987	0	3286	0	0	0	0	0	k__Fungi;p__Ascomycota;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_122	0	43	66	0	0	31	0	49	109	40	0	0	32	0	308	0	13	4	22	10	0	0	0	9	0	217	16	30	26	2312	0	0	6	0	0	108	0	31	72	349	0	14	22	10	228	120	2950	0	0	42	0	12	120	14	0	213	19	47	0	0	20	50	k__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__NA;g__NA;s__NA
ASV_123	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	24	0	0	0	0	0	184	38	0	0	695	0	0	46	0	41	0	0	910	0	0	0	0	0	25	0	1009	0	23	0	0	0	0	0	0	42	0	0	0	0	0	4350	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__NA;s__NA
ASV_124	113	559	31	64	38	0	24	548	0	0	26	48	0	16	0	1696	28	96	88	0	0	893	35	55	137	0	394	20	48	75	0	17	123	163	0	31	0	256	115	0	15	0	0	12	27	26	47	29	72	101	43	81	175	56	55	58	48	265	57	46	227	38	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Coniothyriaceae;g__Hazslinszkyomyces;s__NA
ASV_125	0	0	7	75	4	19	17	51	0	19	0	0	0	0	0	94	44	0	8	119	0	0	0	529	0	0	0	51	0	22	0	0	46	88	2668	71	98	396	168	335	46	11	74	239	408	161	167	121	0	0	133	404	23	29	23	283	140	67	73	45	7	74	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae;g__Knufia;s__NA
ASV_126	0	184	135	0	0	0	108	73	87	0	0	31	0	36	0	0	0	0	0	0	0	0	0	0	0	0	259	0	0	0	0	0	878	671	75	163	0	263	0	0	0	0	23	30	83	101	203	376	103	221	496	106	40	93	0	0	257	909	438	339	416	51	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_127	893	342	167	238	507	96	60	0	205	57	0	245	50	61	60	0	50	14	307	116	246	0	163	287	7	176	319	255	46	413	126	188	94	0	62	20	34	112	0	135	0	24	39	84	279	84	77	57	59	0	0	0	44	28	0	160	148	0	0	0	44	15	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Tulostoma;s__NA
ASV_128	0	0	0	0	14	0	0	45	85	0	0	0	22	0	25	100	0	0	0	0	0	33	23	0	0	0	0	0	0	0	0	0	225	344	90	533	113	518	228	385	160	127	117	133	515	212	122	101	135	0	125	507	118	222	178	399	173	326	196	173	343	63	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Neomassarinaceae;g__Pseudohelminthosporium;s__NA
ASV_129	92	0	119	588	138	38	109	336	0	37	0	18	95	19	27	0	43	0	235	363	846	38	0	0	220	0	0	86	0	0	49	88	97	560	295	100	26	0	0	0	0	52	109	9	637	8	57	205	93	99	153	38	0	0	464	123	0	0	277	157	46	20	k__Fungi;p__Ascomycota;c__Sareomycetes;o__Sareales;f__Sareales_fam_Incertae_sedis;g__Sareales_gen_Incertae_sedis;s__NA
ASV_130	0	0	0	0	0	4722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymellaceae;g__NA;s__NA
ASV_131	0	139	74	0	0	0	0	88	0	47	70	0	0	47	31	651	0	100	0	0	0	522	0	0	425	0	1322	0	0	0	184	0	206	289	0	115	0	238	0	0	0	0	0	0	0	49	78	0	0	0	61	670	60	0	53	105	0	244	0	0	591	0	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Didymosphaeriaceae;g__Paracamarosporium;s__psoraleae
ASV_132	51	0	191	0	156	0	0	21	0	0	0	0	0	149	0	0	0	0	0	0	33	0	0	0	0	0	0	0	24	61	42	0	202	85	103	35	58	70	444	522	0	26	88	95	34	92	31	210	114	0	195	94	2115	53	215	67	39	0	65	71	34	361	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__NA
ASV_133	88	0	266	81	60	165	106	0	0	0	31	0	0	141	80	0	25	21	96	142	145	0	70	0	0	0	97	47	177	0	179	23	207	113	101	137	77	398	204	197	0	0	80	136	1270	111	127	142	0	48	41	56	98	0	81	79	128	147	88	115	60	117	k__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium;s__fujikuroi
ASV_134	0	0	82	0	18	88	34	0	0	21	51	94	32	139	42	0	5	0	0	15	0	0	36	0	0	0	19	129	29	0	0	0	652	79	0	177	104	172	79	0	49	11	0	341	307	210	124	770	101	126	222	233	134	108	254	273	238	110	173	186	270	85	k__NA;p__NA;c__NA;o__NA;f__NA;g__NA;s__NA
ASV_135	0	0	0	0	0	75	37	31	127	0	25	14	36	88	89	171	0	89	0	0	25	0	24	0	133	0	35	12	0	38	544	0	51	25	0	67	60	187	102	123	0	0	41	111	48	175	67	1369	223	19	154	183	84	35	232	137	0	122	253	208	27	450	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeriopsis;s__NA
ASV_136	0	247	1513	0	0	67	127	0	0	72	12	0	114	0	144	256	101	0	0	0	66	143	9	77	0	0	0	124	0	0	208	414	151	79	127	82	0	0	69	207	0	0	373	168	0	125	102	0	265	0	93	107	204	0	0	158	41	0	44	40	0	76	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia;s__persica
